
0, 3, 0, 0.22, 1, 0, 0.07631578947368421, 2
1, 1, 1, 0.38, 1, 0, 0.7503505263157895, 0
1, 3, 1, 0.26, 0, 0, 0.08342105263157894, 2
1, 1, 1, 0.35000000000000003, 1, 0, 0.5589473684210526, 2
0, 3, 0, 0.35000000000000003, 0, 0, 0.08473684210526317, 2
0, 3, 0, 0.3, 0, 0, 0.08903473684210525, 1
0, 1, 0, 0.54, 0, 0, 0.5459210526315789, 2
0, 3, 0, 0.02, 3, 1, 0.2218421052631579, 2
1, 3, 1, 0.27, 0, 2, 0.11719263157894737, 2
1, 2, 1, 0.14, 1, 0, 0.31653473684210526, 0
1, 3, 1, 0.04, 1, 1, 0.17578947368421052, 2
1, 1, 1, 0.58, 0, 0, 0.2794736842105263, 2
0, 3, 0, 0.2, 0, 0, 0.08473684210526317, 2
0, 3, 0, 0.39, 1, 5, 0.32921052631578945, 2
0, 3, 1, 0.14, 0, 0, 0.0826757894736842, 2
1, 2, 1, 0.55, 0, 0, 0.16842105263157894, 2
0, 3, 0, 0.02, 4, 1, 0.30657894736842106, 1
1, 2, 0, 0.3, 0, 0, 0.1368421052631579, 2
0, 3, 1, 0.31, 1, 0, 0.18947368421052632, 2
1, 3, 1, 0.3, 0, 0, 0.07605263157894736, 0
0, 2, 0, 0.35000000000000003, 0, 0, 0.2736842105263158, 2
1, 2, 0, 0.34, 0, 0, 0.1368421052631579, 2
1, 3, 1, 0.15, 0, 0, 0.0845178947368421, 1
1, 1, 0, 0.28, 0, 0, 0.3736842105263158, 2
0, 3, 1, 0.08, 3, 1, 0.2218421052631579, 2
1, 3, 1, 0.38, 1, 5, 0.33039473684210524, 2
0, 3, 0, 0.3, 0, 0, 0.07605263157894736, 0
0, 1, 0, 0.19, 3, 2, 2.7684210526315787, 2
1, 3, 1, 0.3, 0, 0, 0.08293894736842106, 1
0, 3, 0, 0.3, 0, 0, 0.08311368421052631, 2
0, 1, 0, 0.4, 0, 0, 0.2917978947368421, 0
1, 1, 1, 0.3, 1, 0, 1.5423242105263157, 0
1, 3, 1, 0.3, 0, 0, 0.08157894736842106, 1
0, 2, 0, 0.66, 0, 0, 0.11052631578947368, 2
0, 1, 0, 0.28, 1, 0, 0.8649557894736842, 0
0, 1, 0, 0.42, 1, 0, 0.5473684210526316, 2
1, 3, 0, 0.3, 0, 0, 0.07609684210526316, 0
0, 3, 0, 0.21, 0, 0, 0.08473684210526317, 2
0, 3, 1, 0.18, 2, 0, 0.18947368421052632, 2
1, 3, 1, 0.14, 1, 0, 0.11833368421052631, 0
0, 3, 1, 0.4, 1, 0, 0.09973684210526315, 2
0, 2, 1, 0.27, 1, 0, 0.22105263157894736, 2
0, 3, 0, 0.3, 0, 0, 0.08311368421052631, 0
1, 2, 1, 0.03, 1, 2, 0.4376757894736842, 0
1, 3, 1, 0.19, 0, 0, 0.08293894736842106, 1
0, 3, 0, 0.3, 0, 0, 0.08473684210526317, 2
0, 3, 0, 0.3, 1, 0, 0.1631578947368421, 1
1, 3, 1, 0.3, 0, 0, 0.08157894736842106, 1
0, 3, 0, 0.3, 2, 0, 0.2282021052631579, 0
0, 3, 1, 0.18, 1, 0, 0.18736842105263157, 2
0, 3, 0, 0.07, 4, 1, 0.41776315789473684, 2
0, 3, 0, 0.21, 0, 0, 0.08210526315789474, 2
1, 1, 1, 0.49, 1, 0, 0.8076757894736842, 0
1, 2, 1, 0.29, 1, 0, 0.2736842105263158, 2
0, 1, 0, 0.65, 0, 1, 0.6524126315789474, 0
1, 1, 0, 0.3, 0, 0, 0.3736842105263158, 2
1, 2, 1, 0.21, 0, 0, 0.11052631578947368, 2
0, 3, 0, 0.3, 0, 0, 0.07609684210526316, 0
1, 2, 1, 0.05, 1, 2, 0.29210526315789476, 2
0, 3, 0, 0.11, 5, 2, 0.4936842105263158, 2
0, 3, 0, 0.22, 0, 0, 0.07609684210526316, 0
1, 1, 1, 0.38, 0, 0, 0.8421052631578947, 0
0, 1, 0, 0.45, 1, 0, 0.8786842105263157, 2
0, 3, 0, 0.04, 3, 2, 0.29368421052631577, 2
0, 1, 0, 0.3, 0, 0, 0.2917978947368421, 0
1, 3, 0, 0.3, 1, 1, 0.16048210526315787, 0
1, 2, 1, 0.29, 0, 0, 0.11052631578947368, 2
0, 3, 0, 0.19, 0, 0, 0.08587684210526317, 2
1, 3, 1, 0.17, 4, 2, 0.08342105263157894, 2
0, 3, 0, 0.26, 2, 0, 0.09118421052631578, 2
0, 2, 0, 0.32, 0, 0, 0.11052631578947368, 2
0, 3, 1, 0.16, 5, 2, 0.4936842105263158, 2
0, 2, 0, 0.21, 0, 0, 0.7736842105263158, 2
0, 3, 0, 0.26, 1, 0, 0.15214947368421053, 0
1, 3, 0, 0.32, 0, 0, 0.5946926315789474, 2
0, 3, 0, 0.25, 0, 0, 0.08052631578947368, 2
0, 3, 0, 0.3, 0, 0, 0.08311368421052631, 2
0, 3, 0, 0.3, 0, 0, 0.08473684210526317, 2
1, 2, 0, 0.3, 0, 2, 0.30526315789473685, 2
1, 3, 1, 0.3, 0, 0, 0.1313157894736842, 2
0, 3, 0, 0.22, 0, 0, 0.09473684210526316, 2
1, 3, 0, 0.29, 0, 0, 0.09999999999999999, 2
1, 3, 1, 0.3, 0, 0, 0.08197368421052631, 1
0, 1, 0, 0.28, 0, 0, 0.49578947368421056, 2
1, 2, 1, 0.17, 0, 0, 0.11052631578947368, 2
1, 3, 1, 0.33, 3, 0, 0.16684210526315787, 2
0, 3, 0, 0.16, 1, 3, 0.3618421052631579, 2
0, 3, 0, 0.3, 0, 0, 0.08473684210526317, 2
1, 1, 1, 0.23, 3, 2, 2.7684210526315787, 2
0, 3, 0, 0.24, 0, 0, 0.08473684210526317, 2
0, 3, 0, 0.29, 0, 0, 0.08473684210526317, 2
0, 3, 0, 0.2, 0, 0, 0.0826757894736842, 2
0, 1, 0, 0.46, 1, 0, 0.6439473684210526, 2
0, 3, 0, 0.26, 1, 2, 0.21657894736842104, 2
0, 3, 0, 0.59, 0, 0, 0.07631578947368421, 2
0, 3, 0, 0.3, 0, 0, 0.08473684210526317, 2
0, 1, 0, 0.71, 0, 0, 0.36478105263157895, 0
1, 1, 0, 0.23, 0, 1, 0.6669294736842105, 0
1, 2, 1, 0.34, 0, 1, 0.24210526315789474, 2
0, 2, 0, 0.34, 1, 0, 0.2736842105263158, 2
0, 3, 1, 0.28, 0, 0, 0.08311368421052631, 2
0, 3, 0, 0.3, 0, 0, 0.08311368421052631, 2
0, 1, 0, 0.21, 0, 1, 0.8135526315789473, 2
0, 3, 0, 0.33, 0, 0, 0.09109684210526316, 2
0, 3, 0, 0.37, 2, 0, 0.08342105263157894, 2
0, 3, 0, 0.28, 0, 0, 0.08311368421052631, 2
1, 3, 1, 0.21, 0, 0, 0.08052631578947368, 2
1, 3, 0, 0.3, 0, 0, 0.0818421052631579, 2
0, 3, 0, 0.38, 0, 0, 0.08311368421052631, 2
1, 3, 1, 0.3, 1, 0, 0.25421052631578944, 1
0, 1, 0, 0.47000000000000003, 0, 0, 0.5473684210526316, 2
0, 3, 1, 0.3, 1, 0, 0.15214947368421053, 0
0, 3, 0, 0.22, 0, 0, 0.08473684210526317, 2
0, 3, 1, 0.2, 1, 0, 0.10342105263157894, 2
0, 3, 1, 0.17, 0, 0, 0.15219263157894736, 0
0, 3, 0, 0.21, 0, 0, 0.08342105263157894, 2
0, 3, 0, 0.3, 0, 0, 0.08157894736842106, 1
0, 2, 0, 0.29, 1, 0, 0.22105263157894736, 2
0, 1, 0, 0.24, 0, 1, 2.605482105263158, 0
0, 3, 1, 0.02, 4, 2, 0.32921052631578945, 2
